gene_id	gene_name	protein_id	mondo_disease_id	disease_label	mondo_ancestor_id	ancestor_label	experimental_protein_link	linked_protein_ids	linked_protein_names	evidence_strength
ENSG00000181392	SYNE4	ENSP00000343152	MONDO_0019497	nonsyndromic genetic hearing loss	MONDO_0002409	auditory system disorder	False			
ENSG00000181392	SYNE4	ENSP00000343152	MONDO_0019497	nonsyndromic genetic hearing loss	MONDO_0005071	nervous system disorder	False	ENSP00000393379	KIF5C	394
ENSG00000102003	SYP	ENSP00000263233	MONDO_0019181	non-syndromic X-linked intellectual disability	MONDO_0002025	psychiatric disorder	False	ENSP00000354111	DNAJC5	75
ENSG00000102003	SYP	ENSP00000263233	MONDO_0019181	non-syndromic X-linked intellectual disability	MONDO_0005071	nervous system disorder	False	ENSP00000282499;ENSP00000354111;ENSP00000356237;ENSP00000377148;ENSP00000428994	GRIA4;DNAJC5;SYT2;AP1G1;GRIA1	68;75;98;295;89
ENSG00000102003	SYP	ENSP00000418169	MONDO_0019181	non-syndromic X-linked intellectual disability	MONDO_0002025	psychiatric disorder	False	ENSP00000354111	DNAJC5	75
ENSG00000102003	SYP	ENSP00000418169	MONDO_0019181	non-syndromic X-linked intellectual disability	MONDO_0005071	nervous system disorder	False	ENSP00000282499;ENSP00000354111;ENSP00000356237;ENSP00000377148;ENSP00000428994	GRIA4;DNAJC5;SYT2;AP1G1;GRIA1	68;75;98;295;89
ENSG00000143858	SYT2	ENSP00000356236	MONDO_0014468	congenital myasthenic syndrome 7	MONDO_0005071	nervous system disorder	False	ENSP00000263233;ENSP00000282499;ENSP00000288139;ENSP00000303540;ENSP00000354111;ENSP00000360423;ENSP00000373648;ENSP00000393066;ENSP00000428994	SYP;GRIA4;CACNA1D;SCN1A;DNAJC5;CACNA1B;KCNQ3;SLC4A10;GRIA1	98;61;51;71;69;45;72
ENSG00000143858	SYT2	ENSP00000356237	MONDO_0014468	congenital myasthenic syndrome 7	MONDO_0005071	nervous system disorder	False	ENSP00000263233;ENSP00000282499;ENSP00000288139;ENSP00000303540;ENSP00000354111;ENSP00000360423;ENSP00000373648;ENSP00000393066;ENSP00000428994	SYP;GRIA4;CACNA1D;SCN1A;DNAJC5;CACNA1B;KCNQ3;SLC4A10;GRIA1	98;61;51;71;69;45;72
ENSG00000136463	TACO1	ENSP00000258975	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000233627;ENSP00000252102;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000287295;ENSP00000307241;ENSP00000313877;ENSP00000315774;ENSP00000335060;ENSP00000359297;ENSP00000400646;ENSP00000419665;ENSP00000427004	NDUFS7;NDUFA2;NDUFS3;GFM1;NDUFA9;DLAT;AIFM1;PDHB;TSFM;NDUFS8;HPDL;NSDHL;PNPT1;SSBP1;GFM2	88;161;209;139
ENSG00000136463	TACO1	ENSP00000258975	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000233627;ENSP00000247026;ENSP00000252102;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000287295;ENSP00000307241;ENSP00000313877;ENSP00000315774;ENSP00000335060;ENSP00000359297;ENSP00000363313;ENSP00000400646;ENSP00000419665;ENSP00000427004	NDUFS7;NSRP1;NDUFA2;NDUFS3;GFM1;NDUFA9;DLAT;AIFM1;PDHB;TSFM;NDUFS8;HPDL;NSDHL;PRPF4;PNPT1;SSBP1;GFM2	88;195;161;209;139;197
ENSG00000204267	TAP2	ENSP00000498827	MONDO_0011476	MHC class I deficiency	MONDO_0005046	immune system disorder	True	ENSP00000249071;ENSP00000356150;ENSP00000404833	RAC2;MDM4;TAPBP	53;68;639
ENSG00000204267	TAP2	ENSP00000513733	MONDO_0011476	MHC class I deficiency	MONDO_0005046	immune system disorder	True	ENSP00000249071;ENSP00000356150;ENSP00000404833	RAC2;MDM4;TAPBP	53;68;639
ENSG00000204267	TAP2	ENSP00000364032	MONDO_0011476	MHC class I deficiency	MONDO_0005046	immune system disorder	True	ENSP00000249071;ENSP00000356150;ENSP00000404833	RAC2;MDM4;TAPBP	53;68;639
ENSG00000204267	TAP2	ENSP00000513722	MONDO_0011476	MHC class I deficiency	MONDO_0005046	immune system disorder	True	ENSP00000249071;ENSP00000356150;ENSP00000404833	RAC2;MDM4;TAPBP	53;68;639
ENSG00000133138	TBC1D8B	ENSP00000349781	MONDO_0026726	nephrotic syndrome, type 20	MONDO_0002118	urinary system disorder	False			
ENSG00000133138	TBC1D8B	ENSP00000310675	MONDO_0026726	nephrotic syndrome, type 20	MONDO_0002118	urinary system disorder	False			
ENSG00000164532	TBX20	ENSP00000386170	MONDO_0005453	congenital heart disease	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000264634	WNT5A	92
ENSG00000164532	TBX20	ENSP00000386170	MONDO_0005453	congenital heart disease	MONDO_0004995	cardiovascular disorder	False	ENSP00000261448;ENSP00000401437	CASQ2;LDB3	44;230
ENSG00000006638	TBXA2R	ENSP00000364336	MONDO_0001197	qualitative platelet defect	MONDO_0005570	hematologic disorder	False	ENSP00000249071;ENSP00000366307	RAC2;THBD	45;49
ENSG00000006638	TBXA2R	ENSP00000393333	MONDO_0001197	qualitative platelet defect	MONDO_0005570	hematologic disorder	False	ENSP00000249071;ENSP00000366307	RAC2;THBD	45;49
ENSG00000059377	TBXAS1	ENSP00000388736	MONDO_0009274	ghosal hematodiaphyseal dysplasia	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000059377	TBXAS1	ENSP00000338087	MONDO_0009274	ghosal hematodiaphyseal dysplasia	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000059377	TBXAS1	ENSP00000411274	MONDO_0009274	ghosal hematodiaphyseal dysplasia	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000059377	TBXAS1	ENSP00000402536	MONDO_0009274	ghosal hematodiaphyseal dysplasia	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000059377	TBXAS1	ENSP00000411326	MONDO_0009274	ghosal hematodiaphyseal dysplasia	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000149483	TMEM138	ENSP00000508469	MONDO_0005308	ciliopathy			False			
ENSG00000149483	TMEM138	ENSP00000445792	MONDO_0005308	ciliopathy			False			
ENSG00000149483	TMEM138	ENSP00000509310	MONDO_0005308	ciliopathy			False			
ENSG00000149483	TMEM138	ENSP00000278826	MONDO_0005308	ciliopathy			False			
ENSG00000149483	TMEM138	ENSP00000510149	MONDO_0005308	ciliopathy			False			
ENSG00000129991	TNNI3	ENSP00000341838	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000261448;ENSP00000284669;ENSP00000290378;ENSP00000351022;ENSP00000362680;ENSP00000363390;ENSP00000380367;ENSP00000499593	CASQ2;KLHL41;ACTC1;TPM1;SRC;TRIM63;MYH2;TNNT2	71;78;54;906;53;474;128;968
ENSG00000129991	TNNI3	ENSP00000341838	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000231004;ENSP00000261448;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000351022;ENSP00000363390;ENSP00000499593	LOX;CASQ2;ACTC1;CALM3;TRDN;TPM1;TRIM63;TNNT2	57;71;54;488;906;474;968
ENSG00000077097	TOP2B	ENSP00000264331	MONDO_0012243	B-cell immunodeficiency, distal limb anomalies, and urogenital malformations			False			
ENSG00000077097	TOP2B	ENSP00000396704	MONDO_0012243	B-cell immunodeficiency, distal limb anomalies, and urogenital malformations			False			
ENSG00000078900	TP73	ENSP00000367545	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000475143	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000474626	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000474322	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000346423	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000518863	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000518864	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000367534	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000367537	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000078900	TP73	ENSP00000367539	MONDO_0030346	ciliary dyskinesia, primary, 47, and lissencephaly	MONDO_0005087	respiratory system disorder	False			
ENSG00000196511	TPK1	ENSP00000353165	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000196511	TPK1	ENSP00000353165	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False			
ENSG00000140416	TPM1	ENSP00000288398	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000288398	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000140416	TPM1	ENSP00000351022	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000351022	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000140416	TPM1	ENSP00000385107	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000385107	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000140416	TPM1	ENSP00000453941	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000453941	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000140416	TPM1	ENSP00000267996	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000267996	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000140416	TPM1	ENSP00000452879	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000452879	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000140416	TPM1	ENSP00000453955	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000453955	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000140416	TPM1	ENSP00000334624	MONDO_0005021	dilated cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	True	ENSP00000211998;ENSP00000256078;ENSP00000261448;ENSP00000284669;ENSP00000289104;ENSP00000290378;ENSP00000341838;ENSP00000363390;ENSP00000380367;ENSP00000499593	VCL;KRAS;CASQ2;KLHL41;MRAS;ACTC1;TNNI3;TRIM63;MYH2;TNNT2	77;91;45;951;906;596;945
ENSG00000140416	TPM1	ENSP00000334624	MONDO_0005021	dilated cardiomyopathy	MONDO_0004995	cardiovascular disorder	True	ENSP00000211998;ENSP00000231004;ENSP00000256078;ENSP00000261448;ENSP00000289104;ENSP00000290378;ENSP00000291295;ENSP00000333984;ENSP00000341838;ENSP00000363390;ENSP00000442788;ENSP00000499593	VCL;LOX;KRAS;CASQ2;MRAS;ACTC1;CALM3;TRDN;TNNI3;TRIM63;TET2;TNNT2	77;91;951;96;906;292;945
ENSG00000131323	TRAF3	ENSP00000376500	MONDO_0100513	TRAF3 haploinsufficiency			False			
ENSG00000131323	TRAF3	ENSP00000454207	MONDO_0100513	TRAF3 haploinsufficiency			False			
ENSG00000131323	TRAF3	ENSP00000445998	MONDO_0100513	TRAF3 haploinsufficiency			False			
ENSG00000131323	TRAF3	ENSP00000514678	MONDO_0100513	TRAF3 haploinsufficiency			False			
ENSG00000186439	TRDN	ENSP00000333984	MONDO_0002442	long QT syndrome			False			
ENSG00000186439	TRDN	ENSP00000486095	MONDO_0002442	long QT syndrome			False			
ENSG00000186439	TRDN	ENSP00000437684	MONDO_0002442	long QT syndrome			False			
ENSG00000174173	TRMT10C	ENSP00000312356	MONDO_0044970	mitochondrial disease			False			
ENSG00000100416	TRMU	ENSP00000407700	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000267199;ENSP00000351644	VPS33A;GTPBP3	135;95
ENSG00000100416	TRMU	ENSP00000407700	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000351644;ENSP00000386759	GTPBP3;SETD2	95;257
ENSG00000100416	TRMU	ENSP00000496496	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000267199;ENSP00000351644	VPS33A;GTPBP3	135;95
ENSG00000100416	TRMU	ENSP00000496496	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000351644;ENSP00000386759	GTPBP3;SETD2	95;257
ENSG00000100416	TRMU	ENSP00000370407	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000267199;ENSP00000351644	VPS33A;GTPBP3	135;95
ENSG00000100416	TRMU	ENSP00000370407	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000351644;ENSP00000386759	GTPBP3;SETD2	95;257
ENSG00000092439	TRPM7	ENSP00000495860	MONDO_0031447	macrothrombocytopenia, isolated	MONDO_0005570	hematologic disorder	False	ENSP00000249071;ENSP00000494750	RAC2;ACTB	125;87
ENSG00000123297	TSFM	ENSP00000440987	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	88;242;209;166;95
ENSG00000123297	TSFM	ENSP00000440987	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000216254;ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	ACO2;NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	95;88;242;209;166
ENSG00000123297	TSFM	ENSP00000313877	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	88;242;209;166;95
ENSG00000123297	TSFM	ENSP00000313877	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000216254;ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	ACO2;NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	95;88;242;209;166
ENSG00000123297	TSFM	ENSP00000499171	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	88;242;209;166;95
ENSG00000123297	TSFM	ENSP00000499171	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000216254;ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	ACO2;NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	95;88;242;209;166
ENSG00000123297	TSFM	ENSP00000439342	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	88;242;209;166;95
ENSG00000123297	TSFM	ENSP00000439342	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000216254;ENSP00000233627;ENSP00000252102;ENSP00000258975;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000280346;ENSP00000281081;ENSP00000307241;ENSP00000315774;ENSP00000351644;ENSP00000377446;ENSP00000400646	ACO2;NDUFS7;NDUFA2;TACO1;NDUFS3;GFM1;NDUFA9;DLAT;NUBPL;PDHB;NDUFS8;GTPBP3;SUCLG1;PNPT1	95;88;242;209;166
ENSG00000156298	TSPAN7	ENSP00000367743	MONDO_0019181	non-syndromic X-linked intellectual disability	MONDO_0002025	psychiatric disorder	False			
ENSG00000156298	TSPAN7	ENSP00000367743	MONDO_0019181	non-syndromic X-linked intellectual disability	MONDO_0005071	nervous system disorder	False	ENSP00000303540;ENSP00000360423	SCN1A;CACNA1B	53
ENSG00000155657	TTN	ENSP00000352154	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000352154	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000343764	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000343764	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000434586	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000434586	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000465570	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000465570	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000354117	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000354117	MONDO_0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000352154	MONDO_0010870	tibial muscular dystrophy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000352154	MONDO_0010870	tibial muscular dystrophy	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000343764	MONDO_0010870	tibial muscular dystrophy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000343764	MONDO_0010870	tibial muscular dystrophy	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000434586	MONDO_0010870	tibial muscular dystrophy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000434586	MONDO_0010870	tibial muscular dystrophy	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000465570	MONDO_0010870	tibial muscular dystrophy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000465570	MONDO_0010870	tibial muscular dystrophy	MONDO_0005071	nervous system disorder	False			
ENSG00000155657	TTN	ENSP00000354117	MONDO_0010870	tibial muscular dystrophy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000155657	TTN	ENSP00000354117	MONDO_0010870	tibial muscular dystrophy	MONDO_0005071	nervous system disorder	False			
ENSG00000178952	TUFM	ENSP00000322439	MONDO_0044970	mitochondrial disease			False			
ENSG00000078246	TULP3	ENSP00000444110	MONDO_0005308	ciliopathy			False			
ENSG00000078246	TULP3	ENSP00000410051	MONDO_0005308	ciliopathy			False			
ENSG00000078246	TULP3	ENSP00000380321	MONDO_0005308	ciliopathy			False			
ENSG00000122691	TWIST1	ENSP00000242261	MONDO_0007399	TWIST1-related craniosynostosis	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000256078;ENSP00000264634;ENSP00000300057;ENSP00000352565;ENSP00000370421	KRAS;WNT5A;MESP1;HAND2;PDX1	149;92;58;88
ENSG00000122691	TWIST1	ENSP00000242261	MONDO_0007399	TWIST1-related craniosynostosis	MONDO_0002081	musculoskeletal system disorder	False	ENSP00000256078;ENSP00000264634;ENSP00000328169	KRAS;WNT5A;JAG2	149;92;90
ENSG00000076248	UNG	ENSP00000242576	MONDO_0011971	hyper-IgM syndrome type 5	MONDO_0005570	hematologic disorder	False	ENSP00000226574	NFKB1	46
