	gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label	case/control
5829	MAN2B1	HGNC:6826	alpha-mannosidosis	MONDO_0009561	Definitive	19	12643831.0	12666742.0	-	ENSG00000104774	ENST00000456935	ENSP00000395473	O00754	4125	MONDO_0024458	disorder of visual system	case
5830	MAN2B2	HGNC:29623	MAN2B2 deficiency	MONDO_0800141	Limited	4	6575189.0	6623362.0	+	ENSG00000013288	ENST00000285599	ENSP00000285599	Q9Y2E5	23324	MONDO_0005046	immune system disorder	
5831	MANBA	HGNC:6831	beta-mannosidosis	MONDO_0009562	Definitive	4	102630770.0	102760994.0	-	ENSG00000109323	ENST00000647097	ENSP00000495247	O00462	4126	MONDO_0021147	disorder of development or morphogenesis	case
5832	MANBA	HGNC:6831	beta-mannosidosis	MONDO_0009562	Definitive	4	102630770.0	102760994.0	-	ENSG00000109323	ENST00000647097	ENSP00000495247	O00462	4126	MONDO_0002081	musculoskeletal system disorder	case
5833	MANBA	HGNC:6831	beta-mannosidosis	MONDO_0009562	Definitive	4	102630770.0	102760994.0	-	ENSG00000109323	ENST00000647097	ENSP00000495247	O00462	4126	MONDO_0005071	nervous system disorder	case
5834	MAOA	HGNC:6833	Brunner syndrome	MONDO_0010379	Definitive	X	43654907.0	43746817.0	+	ENSG00000189221	ENST00000542639	ENSP00000440846	P21397	4128			case
5835	MAOA	HGNC:6833	Brunner syndrome	MONDO_0010379	Definitive	X	43654907.0	43746817.0	+	ENSG00000189221	ENST00000688006	ENSP00000510311	P21397	4128			case
5836	MAOA	HGNC:6833	Brunner syndrome	MONDO_0010379	Definitive	X	43654907.0	43746817.0	+	ENSG00000189221	ENST00000689087	ENSP00000508997	P21397	4128			case
5837	MAOA	HGNC:6833	Brunner syndrome	MONDO_0010379	Definitive	X	43654907.0	43746817.0	+	ENSG00000189221	ENST00000338702	ENSP00000340684	P21397	4128			case
5838	MAP1B	HGNC:6836	periventricular nodular heterotopia	MONDO_0020341	Strong	5	72107234.0	72209565.0	+	ENSG00000131711	ENST00000296755	ENSP00000296755	P46821	4131	MONDO_0005071	nervous system disorder	case
5839	MAPK8IP3	HGNC:6884	neurodevelopmental disorder with or without variable brain abnormalities; NEDBA	MONDO_0032755	Definitive	16	1706166.0	1770351.0	+	ENSG00000138834	ENST00000250894	ENSP00000250894	Q9UPT6	23162	MONDO_0005071	nervous system disorder	case
5840	MARS1	HGNC:6898	Charcot-Marie-Tooth disease	MONDO_0015626	Limited	12	57475445.0	57517569.0	+	ENSG00000166986	ENST00000537638	ENSP00000446168	P56192	4141	MONDO_0005071	nervous system disorder	
5841	MARS1	HGNC:6898	Charcot-Marie-Tooth disease	MONDO_0015626	Limited	12	57475445.0	57517569.0	+	ENSG00000166986	ENST00000262027	ENSP00000262027	P56192	4141	MONDO_0005071	nervous system disorder	
5842	MARS2	HGNC:25133	mitochondrial disease	MONDO_0044970	Definitive	2	197705369.0	197708395.0	+	ENSG00000247626	ENST00000282276	ENSP00000282276	Q96GW9	92935			case
5843	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000647531	ENSP00000493858	Q8N4S9	153562	MONDO_0002025	psychiatric disorder	case
5844	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000647531	ENSP00000493858	Q8N4S9	153562	MONDO_0002409	auditory system disorder	case
5845	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000647531	ENSP00000493858	Q8N4S9	153562	MONDO_0005071	nervous system disorder	case
5846	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000645446	ENSP00000494616	Q8N4S9	153562	MONDO_0002025	psychiatric disorder	case
5847	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000645446	ENSP00000494616	Q8N4S9	153562	MONDO_0002409	auditory system disorder	case
5848	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000645446	ENSP00000494616	Q8N4S9	153562	MONDO_0005071	nervous system disorder	case
5849	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000325631	ENSP00000323264	Q8N4S9	153562	MONDO_0002025	psychiatric disorder	case
5850	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000325631	ENSP00000323264	Q8N4S9	153562	MONDO_0002409	auditory system disorder	case
5851	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000325631	ENSP00000323264	Q8N4S9	153562	MONDO_0005071	nervous system disorder	case
5852	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000454295	ENSP00000396244	Q8N4S9	153562	MONDO_0002025	psychiatric disorder	case
5853	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000454295	ENSP00000396244	Q8N4S9	153562	MONDO_0002409	auditory system disorder	case
5854	MARVELD2	HGNC:26401	nonsyndromic genetic hearing loss	MONDO_0019497	Definitive	5	69415065.0	69444330.0	+	ENSG00000152939	ENST00000454295	ENSP00000396244	Q8N4S9	153562	MONDO_0005071	nervous system disorder	case
5855	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000341653	ENSP00000342482	P61244	4149	MONDO_0005151	endocrine system disorder	case
5856	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000341653	ENSP00000342482	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5857	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000358402	ENSP00000351175	P61244	4149	MONDO_0005151	endocrine system disorder	case
5858	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000358402	ENSP00000351175	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5859	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000358664	ENSP00000351490	P61244	4149	MONDO_0005151	endocrine system disorder	case
5860	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000358664	ENSP00000351490	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5861	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000556979	ENSP00000452378	P61244	4149	MONDO_0005151	endocrine system disorder	case
5862	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000556979	ENSP00000452378	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5863	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000394606	ENSP00000378104	P61244	4149	MONDO_0005151	endocrine system disorder	case
5864	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000394606	ENSP00000378104	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5865	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000284165	ENSP00000284165	P61244	4149	MONDO_0005151	endocrine system disorder	case
5866	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000284165	ENSP00000284165	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5867	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000553928	ENSP00000451907	P61244	4149	MONDO_0005151	endocrine system disorder	case
5868	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000553928	ENSP00000451907	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5869	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000246163	ENSP00000246163	P61244	4149	MONDO_0005151	endocrine system disorder	case
5870	MAX	HGNC:6913	hereditary pheochromocytoma-paraganglioma	MONDO_0017366	Definitive	14	65006174.0	65102695.0	-	ENSG00000125952	ENST00000246163	ENSP00000246163	P61244	4149	MONDO_0045024	cancer or benign tumor	case
5871	MBOAT7	HGNC:15505	complex neurodevelopmental disorder	MONDO_0100038	Definitive	19	54173412.0	54189882.0	-	ENSG00000125505	ENST00000431666	ENSP00000410503	Q96N66	79143	MONDO_0005071	nervous system disorder	case
5872	MBOAT7	HGNC:15505	complex neurodevelopmental disorder	MONDO_0100038	Definitive	19	54173412.0	54189882.0	-	ENSG00000125505	ENST00000338624	ENSP00000344377	Q96N66	79143	MONDO_0005071	nervous system disorder	case
5873	MBOAT7	HGNC:15505	complex neurodevelopmental disorder	MONDO_0100038	Definitive	19	54173412.0	54189882.0	-	ENSG00000125505	ENST00000245615	ENSP00000245615	Q96N66	79143	MONDO_0005071	nervous system disorder	case
5874	MBOAT7	HGNC:15505	complex neurodevelopmental disorder	MONDO_0100038	Definitive	19	54173412.0	54189882.0	-	ENSG00000125505	ENST00000391754	ENSP00000375634	Q96N66	79143	MONDO_0005071	nervous system disorder	case
5875	MBTPS1	HGNC:15456	spondyloepiphyseal dysplasia, kondo-fu type	MONDO_0032721	Definitive	16	84053761.0	84116942.0	-	ENSG00000140943	ENST00000343411	ENSP00000344223	Q14703	8720	MONDO_0021147	disorder of development or morphogenesis	case
5876	MBTPS1	HGNC:15456	spondyloepiphyseal dysplasia, kondo-fu type	MONDO_0032721	Definitive	16	84053761.0	84116942.0	-	ENSG00000140943	ENST00000343411	ENSP00000344223	Q14703	8720	MONDO_0002081	musculoskeletal system disorder	case
5877	MBTPS2	HGNC:15455	IFAP syndrome 1, with or without BRESHECK syndrome	MONDO_0100213	Definitive	X	21839617.0	21885423.0	+	ENSG00000012174	ENST00000379484	ENSP00000368798	O43462	51360	MONDO_0002051	integumentary system disorder	case
5878	MCCC1	HGNC:6936	3-methylcrotonyl-CoA carboxylase deficiency	MONDO_0018950	Definitive	3	183015218.0	183116075.0	-	ENSG00000078070	ENST00000265594	ENSP00000265594	Q96RQ3	56922			case
5879	MCCC2	HGNC:6937	3-methylcrotonyl-CoA carboxylase deficiency	MONDO_0018950	Definitive	5	71579531.0	71658706.0	+	ENSG00000131844	ENST00000683789	ENSP00000507012	Q9HCC0	64087			case
5880	MCCC2	HGNC:6937	3-methylcrotonyl-CoA carboxylase deficiency	MONDO_0018950	Definitive	5	71579531.0	71658706.0	+	ENSG00000131844	ENST00000340941	ENSP00000343657	Q9HCC0	64087			case
5881	MCEE	HGNC:16732	methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	MONDO_0009615	Definitive	2	71109684.0	71130239.0	-	ENSG00000124370	ENST00000244217	ENSP00000244217	Q96PE7	84693			case
5882	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000444761	ENSP00000394647	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5883	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000409105	ENSP00000386651	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5884	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000319466	ENSP00000317271	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5885	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000409913	ENSP00000386941	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5886	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000409800	ENSP00000387202	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5887	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000409207	ENSP00000386386	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5888	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000409973	ENSP00000386279	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5889	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000409147	ENSP00000387082	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5890	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000409218	ENSP00000386261	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5891	MCFD2	HGNC:18451	factor 5 and Factor VIII, combined deficiency of, 2	MONDO_0013331	Definitive	2	46901870.0	46941855.0	-	ENSG00000180398	ENST00000412438	ENSP00000402717	Q8NI22	90411	MONDO_0005570	hematologic disorder	case
5892	MCIDAS	HGNC:40050	ciliary dyskinesia, primary, 42	MONDO_0032872	Definitive	5	55219564.0	55227315.0	-	ENSG00000234602	ENST00000513312	ENSP00000426359	D6RGH6	345643	MONDO_0005087	respiratory system disorder	case
5893	MCM10	HGNC:18043	immunodeficiency 80 with or without congenital cardiomyopathy	MONDO_0030266	Moderate	10	13161558.0	13211110.0	+	ENSG00000065328	ENST00000378714	ENSP00000367986	Q7L590	55388	MONDO_0005046	immune system disorder	control
5894	MCM10	HGNC:18043	immunodeficiency 80 with or without congenital cardiomyopathy	MONDO_0030266	Moderate	10	13161558.0	13211110.0	+	ENSG00000065328	ENST00000484800	ENSP00000418268	Q7L590	55388	MONDO_0005046	immune system disorder	control
5895	MCM2	HGNC:6944	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	127598223.0	127622436.0	+	ENSG00000073111	ENST00000265056	ENSP00000265056	P49736	4171	MONDO_0002025	psychiatric disorder	
5896	MCM2	HGNC:6944	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	127598223.0	127622436.0	+	ENSG00000073111	ENST00000265056	ENSP00000265056	P49736	4171	MONDO_0002409	auditory system disorder	
5897	MCM2	HGNC:6944	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	3	127598223.0	127622436.0	+	ENSG00000073111	ENST00000265056	ENSP00000265056	P49736	4171	MONDO_0005071	nervous system disorder	
5898	MCM3AP	HGNC:6946	peripheral neuropathy, autosomal recessive, with or without impaired intellectual development	MONDO_0029131	Definitive	21	46235133.0	46286297.0	-	ENSG00000160294	ENST00000291688	ENSP00000291688	O60318	8888			case
5899	MCM3AP	HGNC:6946	peripheral neuropathy, autosomal recessive, with or without impaired intellectual development	MONDO_0029131	Definitive	21	46235133.0	46286297.0	-	ENSG00000160294	ENST00000397708	ENSP00000380820	O60318	8888			case
5900	MCM4	HGNC:6947	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	MONDO_0012383	Moderate	8	47960185.0	47978160.0	+	ENSG00000104738	ENST00000262105	ENSP00000262105	P33991	4173	MONDO_0005046	immune system disorder	control
5901	MCM4	HGNC:6947	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	MONDO_0012383	Moderate	8	47960185.0	47978160.0	+	ENSG00000104738	ENST00000649973	ENSP00000496964	P33991	4173	MONDO_0005046	immune system disorder	control
5902	MCOLN1	HGNC:13356	mucolipidosis type IV	MONDO_0009653	Definitive	19	7522624.0	7534009.0	+	ENSG00000090674	ENST00000264079	ENSP00000264079	Q9GZU1	57192	MONDO_0021147	disorder of development or morphogenesis	case
5903	MCOLN1	HGNC:13356	mucolipidosis type IV	MONDO_0009653	Definitive	19	7522624.0	7534009.0	+	ENSG00000090674	ENST00000264079	ENSP00000264079	Q9GZU1	57192	MONDO_0002022	disorder of orbital region	case
5904	MCOLN1	HGNC:13356	mucolipidosis type IV	MONDO_0009653	Definitive	19	7522624.0	7534009.0	+	ENSG00000090674	ENST00000264079	ENSP00000264079	Q9GZU1	57192	MONDO_0024458	disorder of visual system	case
5905	MCPH1	HGNC:6954	microcephaly with intellectual disability	MONDO_0100200	Definitive	8	6406592.0	6648508.0	+	ENSG00000147316	ENST00000519480	ENSP00000430962	Q8NEM0	79648	MONDO_0021147	disorder of development or morphogenesis	case
5906	MCPH1	HGNC:6954	microcephaly with intellectual disability	MONDO_0100200	Definitive	8	6406592.0	6648508.0	+	ENSG00000147316	ENST00000519480	ENSP00000430962	Q8NEM0	79648	MONDO_0005071	nervous system disorder	case
5907	MCPH1	HGNC:6954	microcephaly with intellectual disability	MONDO_0100200	Definitive	8	6406592.0	6648508.0	+	ENSG00000147316	ENST00000344683	ENSP00000342924	Q8NEM0	79648	MONDO_0021147	disorder of development or morphogenesis	case
5908	MCPH1	HGNC:6954	microcephaly with intellectual disability	MONDO_0100200	Definitive	8	6406592.0	6648508.0	+	ENSG00000147316	ENST00000344683	ENSP00000342924	Q8NEM0	79648	MONDO_0005071	nervous system disorder	case
5909	MCPH1	HGNC:6954	microcephaly with intellectual disability	MONDO_0100200	Definitive	8	6406592.0	6648508.0	+	ENSG00000147316	ENST00000522905	ENSP00000430768	Q8NEM0	79648	MONDO_0021147	disorder of development or morphogenesis	case
5910	MCPH1	HGNC:6954	microcephaly with intellectual disability	MONDO_0100200	Definitive	8	6406592.0	6648508.0	+	ENSG00000147316	ENST00000522905	ENSP00000430768	Q8NEM0	79648	MONDO_0005071	nervous system disorder	case
5911	MECOM	HGNC:3498	MECOM-associated syndrome	MONDO_0100458	Definitive	3	169083499.0	169663775.0	-	ENSG00000085276	ENST00000464456	ENSP00000419770	Q03112	2122			case
5912	MECOM	HGNC:3498	MECOM-associated syndrome	MONDO_0100458	Definitive	3	169083499.0	169663775.0	-	ENSG00000085276	ENST00000494292	ENSP00000417899	Q03112	2122			case
5913	MECOM	HGNC:3498	MECOM-associated syndrome	MONDO_0100458	Definitive	3	169083499.0	169663775.0	-	ENSG00000085276	ENST00000651503	ENSP00000498411	Q03112	2122			case
5914	MECOM	HGNC:3498	MECOM-associated syndrome	MONDO_0100458	Definitive	3	169083499.0	169663775.0	-	ENSG00000085276	ENST00000468789	ENSP00000419995	Q03112	2122			case
5915	MECOM	HGNC:3498	MECOM-associated syndrome	MONDO_0100458	Definitive	3	169083499.0	169663775.0	-	ENSG00000085276	ENST00000264674	ENSP00000264674	Q03112	2122			case
5916	MECOM	HGNC:3498	MECOM-associated syndrome	MONDO_0100458	Definitive	3	169083499.0	169663775.0	-	ENSG00000085276	ENST00000628990	ENSP00000486104	Q03112	2122			case
5917	MECP2	HGNC:6990	Rett syndrome	MONDO_0010726	Definitive	X	154021573.0	154137103.0	-	ENSG00000169057	ENST00000303391	ENSP00000301948	P51608	4204	MONDO_0002025	psychiatric disorder	case
5918	MECP2	HGNC:6990	Rett syndrome	MONDO_0010726	Definitive	X	154021573.0	154137103.0	-	ENSG00000169057	ENST00000303391	ENSP00000301948	P51608	4204	MONDO_0005071	nervous system disorder	case
5919	MECP2	HGNC:6990	Rett syndrome	MONDO_0010726	Definitive	X	154021573.0	154137103.0	-	ENSG00000169057	ENST00000453960	ENSP00000395535	P51608	4204	MONDO_0002025	psychiatric disorder	case
5920	MECP2	HGNC:6990	Rett syndrome	MONDO_0010726	Definitive	X	154021573.0	154137103.0	-	ENSG00000169057	ENST00000453960	ENSP00000395535	P51608	4204	MONDO_0005071	nervous system disorder	case
5921	MECR	HGNC:19691	Leigh syndrome	MONDO_0009723	Moderate	1	29192657.0	29230942.0	-	ENSG00000116353	ENST00000263702	ENSP00000263702	Q9BV79	51102	MONDO_0021147	disorder of development or morphogenesis	control
5922	MECR	HGNC:19691	Leigh syndrome	MONDO_0009723	Moderate	1	29192657.0	29230942.0	-	ENSG00000116353	ENST00000263702	ENSP00000263702	Q9BV79	51102	MONDO_0005071	nervous system disorder	control
5923	MECR	HGNC:19691	Leigh syndrome	MONDO_0009723	Moderate	1	29192657.0	29230942.0	-	ENSG00000116353	ENST00000373791	ENSP00000362896	Q9BV79	51102	MONDO_0021147	disorder of development or morphogenesis	control
5924	MECR	HGNC:19691	Leigh syndrome	MONDO_0009723	Moderate	1	29192657.0	29230942.0	-	ENSG00000116353	ENST00000373791	ENSP00000362896	Q9BV79	51102	MONDO_0005071	nervous system disorder	control
5925	MED13	HGNC:22474	complex neurodevelopmental disorder	MONDO_0100038	Definitive	17	61942605.0	62065278.0	-	ENSG00000108510	ENST00000397786	ENSP00000380888	Q9UHV7	9969	MONDO_0005071	nervous system disorder	case
5926	MED13L	HGNC:22962	syndromic intellectual disability	MONDO_0000508	Definitive	12	115957905.0	116277693.0	-	ENSG00000123066	ENST00000281928	ENSP00000281928	Q71F56	23389	MONDO_0002025	psychiatric disorder	case
5927	MED13L	HGNC:22962	syndromic intellectual disability	MONDO_0000508	Definitive	12	115957905.0	116277693.0	-	ENSG00000123066	ENST00000281928	ENSP00000281928	Q71F56	23389	MONDO_0005071	nervous system disorder	case
5928	MED13L	HGNC:22962	congenital heart disease	MONDO_0005453	Limited	12	115957905.0	116277693.0	-	ENSG00000123066	ENST00000281928	ENSP00000281928	Q71F56	23389	MONDO_0021147	disorder of development or morphogenesis	
5929	MED13L	HGNC:22962	congenital heart disease	MONDO_0005453	Limited	12	115957905.0	116277693.0	-	ENSG00000123066	ENST00000281928	ENSP00000281928	Q71F56	23389	MONDO_0004995	cardiovascular disorder	
5930	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000354577	ENSP00000346588	Q9ULK4	9439	MONDO_0002025	psychiatric disorder	control
5931	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000354577	ENSP00000346588	Q9ULK4	9439	MONDO_0005071	nervous system disorder	control
5932	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000368068	ENSP00000357047	Q9ULK4	9439	MONDO_0002025	psychiatric disorder	control
5933	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000368068	ENSP00000357047	Q9ULK4	9439	MONDO_0005071	nervous system disorder	control
5934	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000368060	ENSP00000357039	Q9ULK4	9439	MONDO_0002025	psychiatric disorder	control
5935	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000368060	ENSP00000357039	Q9ULK4	9439	MONDO_0005071	nervous system disorder	control
5936	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000368053	ENSP00000357032	Q9ULK4	9439	MONDO_0002025	psychiatric disorder	control
5937	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000368053	ENSP00000357032	Q9ULK4	9439	MONDO_0005071	nervous system disorder	control
5938	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000539158	ENSP00000445072	Q9ULK4	9439	MONDO_0002025	psychiatric disorder	control
5939	MED23	HGNC:2372	syndromic intellectual disability	MONDO_0000508	Moderate	6	131573966.0	131628242.0	-	ENSG00000112282	ENST00000539158	ENSP00000445072	Q9ULK4	9439	MONDO_0005071	nervous system disorder	control
5940	MED25	HGNC:28845	Charcot-Marie-Tooth disease type 2B2	MONDO_0011570	Disputed	19	49818282.0	49840383.0	+	ENSG00000104973	ENST00000312865	ENSP00000326767	Q71SY5	81857	MONDO_0005071	nervous system disorder	control
5941	MED25	HGNC:28845	Charcot-Marie-Tooth disease type 2B2	MONDO_0011570	Disputed	19	49818282.0	49840383.0	+	ENSG00000104973	ENST00000538643	ENSP00000437496	Q71SY5	81857	MONDO_0005071	nervous system disorder	control
5942	MED27	HGNC:2377	neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	MONDO_0859137	Strong	9	131852928.0	132079867.0	-	ENSG00000160563	ENST00000357028	ENSP00000349530	Q6P2C8	9442	MONDO_0005071	nervous system disorder	case
5943	MED27	HGNC:2377	neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	MONDO_0859137	Strong	9	131852928.0	132079867.0	-	ENSG00000160563	ENST00000292035	ENSP00000292035	Q6P2C8	9442	MONDO_0005071	nervous system disorder	case
5944	MED27	HGNC:2377	neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	MONDO_0859137	Strong	9	131852928.0	132079867.0	-	ENSG00000160563	ENST00000474263	ENSP00000477136	Q6P2C8	9442	MONDO_0005071	nervous system disorder	case
5945	MEF2C	HGNC:6996	complex neurodevelopmental disorder	MONDO_0100038	Definitive	5	88717117.0	88904257.0	-	ENSG00000081189	ENST00000504921	ENSP00000421925	Q06413	4208	MONDO_0005071	nervous system disorder	case
5946	MEF2C	HGNC:6996	complex neurodevelopmental disorder	MONDO_0100038	Definitive	5	88717117.0	88904257.0	-	ENSG00000081189	ENST00000340208	ENSP00000340874	Q06413	4208	MONDO_0005071	nervous system disorder	case
5947	MEF2C	HGNC:6996	complex neurodevelopmental disorder	MONDO_0100038	Definitive	5	88717117.0	88904257.0	-	ENSG00000081189	ENST00000424173	ENSP00000389610	Q06413	4208	MONDO_0005071	nervous system disorder	case
5948	MEF2C	HGNC:6996	complex neurodevelopmental disorder	MONDO_0100038	Definitive	5	88717117.0	88904257.0	-	ENSG00000081189	ENST00000636998	ENSP00000490630	Q06413	4208	MONDO_0005071	nervous system disorder	case
