gene_id	gene_name	disease_label	mondo_disease_id	efo_ancestor_id	efo_ancestor_label	gwas_association	gwas_id_efo	gwas_label	l2g_score
ENSG00000136717	BIN1	centronuclear myopathy	MONDO_0018947	EFO_0009676	musculoskeletal system disease	True	EFO_1001792;MONDO_0002471	femoral neck fracture;bursitis	0.11763232219105389;0.6853382981551555
ENSG00000136758	YME1L1	optic atrophy 11	MONDO_0015011	EFO_0000618	nervous system disease	False			
ENSG00000136758	YME1L1	optic atrophy 11	MONDO_0015011	MONDO_0024458	disorder of visual system	False			
ENSG00000136802	LRRC8A	agammaglobulinemia	MONDO_0015977	EFO_0000540	immune system disease	False			
ENSG00000136802	LRRC8A	agammaglobulinemia	MONDO_0015977	EFO_0005803	hematologic disease	False			
ENSG00000136842	TMOD1	dilated cardiomyopathy	MONDO_0005021	EFO_0000319	cardiovascular disease	False	EFO_0007427	pericarditis	0.35886496132980145
ENSG00000136842	TMOD1	dilated cardiomyopathy	MONDO_0005021	EFO_0009676	musculoskeletal system disease	False			
ENSG00000136854	STXBP1	developmental and epileptic encephalopathy	MONDO_0100062	EFO_0000618	nervous system disease	False			
ENSG00000136861	CDK5RAP2	autosomal recessive primary microcephaly	MONDO_0016660	EFO_0000618	nervous system disease	True	EFO_0004247;MONDO_0002009;EFO_1001998;EFO_0004698	mood disorder;major depressive disorder;complex regional pain syndrome;insomnia	0.5437095775941149;0.5701354309604357;0.7501756437405841
ENSG00000136861	CDK5RAP2	autosomal recessive primary microcephaly	MONDO_0016660	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000136875	PRPF4	inherited retinal dystrophy	MONDO_0019118	EFO_0000524	head and neck disorder	False			
ENSG00000136875	PRPF4	inherited retinal dystrophy	MONDO_0019118	EFO_0000618	nervous system disease	False			
ENSG00000136875	PRPF4	inherited retinal dystrophy	MONDO_0019118	MONDO_0024458	disorder of visual system	False			
ENSG00000136908	DPM2	congenital muscular dystrophy with intellectual disability and severe epilepsy	MONDO_0014023	EFO_0000618	nervous system disease	False			
ENSG00000136908	DPM2	congenital muscular dystrophy with intellectual disability and severe epilepsy	MONDO_0014023	EFO_0009676	musculoskeletal system disease	False			
ENSG00000136928	GABBR2	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False	MONDO_0005090	schizophrenia	0.22710754506771796
ENSG00000136936	XPA	xeroderma pigmentosum group A	MONDO_0010210	EFO_0010285	integumentary system disease	True	MONDO_0002898;EFO_0004193;EFO_0009260	skin cancer;basal cell carcinoma;non-melanoma skin carcinoma	0.9542425915312903;0.3537649059023285
ENSG00000136944	LMX1B	nail-patella syndrome	MONDO_0008061	EFO_0000524	head and neck disorder	True	EFO_0004190;MONDO_0005041;EFO_0004235;EFO_1001022	open-angle glaucoma;glaucoma;exfoliation syndrome;low tension glaucoma	0.9676555315608646;0.9469299456315253;0.9027751021953991;0.8680571414866659
ENSG00000136944	LMX1B	nail-patella syndrome	MONDO_0008061	EFO_0009676	musculoskeletal system disease	True	EFO_1000786;EFO_0004616;EFO_0005423;EFO_1001336	osteoarthritis, hip;osteoarthritis, knee;adolescent idiopathic scoliosis;Hammer Toe Syndrome	0.8671502620984695;0.6689218880012119;0.5306615592790027;0.9654513684797306
ENSG00000136944	LMX1B	nail-patella syndrome	MONDO_0008061	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000136944	LMX1B	nail-patella syndrome	MONDO_0008061	MONDO_0024458	disorder of visual system	True	EFO_0004190;MONDO_0005041;EFO_0004235;EFO_1001022	open-angle glaucoma;glaucoma;exfoliation syndrome;low tension glaucoma	0.9676555315608646;0.9469299456315253;0.9027751021953991;0.8680571414866659
ENSG00000137070	IL11RA	craniosynostosis and dental anomalies	MONDO_0013615	EFO_0009676	musculoskeletal system disease	False	EFO_0005423	adolescent idiopathic scoliosis	0.05306846098804162
ENSG00000137070	IL11RA	craniosynostosis and dental anomalies	MONDO_0013615	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000137265	IRF4	combined immunodeficiency	MONDO_0015131	EFO_0000540	immune system disease	True	EFO_0000384;MONDO_0007915;EFO_0000095;EFO_0000676;EFO_1000753;EFO_0000403;EFO_0003767;EFO_0000685;EFO_0004208;EFO_0004795;EFO_0003779;EFO_1000668;EFO_0005140;EFO_0001060;MONDO_0005147;EFO_0006812;EFO_0009441;MONDO_0044887;EFO_0001378	Crohn's disease;systemic lupus erythematosus;chronic lymphocytic leukemia;psoriasis;phototoxic dermatitis;diffuse large B-cell lymphoma;inflammatory bowel disease;rheumatoid arthritis;Vitiligo;skin sensitivity to sun;Hashimoto's thyroiditis;allergic contact dermatitis;autoimmune disease;celiac disease;type 1 diabetes mellitus;autoimmune thyroid disease;Waldenstrom macroglobulinemia;central nervous system non-hodgkin lymphoma;multiple myeloma	0.2168184404148115;0.055132558443995484;0.9144285230626972;0.11402657878650725;0.766388198419127;0.6421815023627949;0.8286140849056312;0.8477080658352332;0.9328538426915358;0.5261326244316842;0.9548069075831649;0.9655135746375748;0.9111487989547515;0.7108257283786178
ENSG00000137267	TUBB2A	tubulinopathy	MONDO_0100153	EFO_0000618	nervous system disease	False			
ENSG00000137285	TUBB2B	complex cortical dysplasia with other brain malformations	MONDO_0000904	EFO_0000618	nervous system disease	False			
ENSG00000137285	TUBB2B	complex cortical dysplasia with other brain malformations	MONDO_0000904	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000137474	MYO7A	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000137513	NARS2	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	True	MONDO_0001703	color vision disorder	0.8917206726700339
ENSG00000137513	NARS2	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000137513	NARS2	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	True	MONDO_0001703	color vision disorder	0.8917206726700339
ENSG00000137691	CFAP300	ciliary dyskinesia, primary, 38	MONDO_0054843	EFO_0000684	respiratory system disease	False			
ENSG00000137710	RDX	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False	EFO_1001998;MONDO_0005090	complex regional pain syndrome;schizophrenia	0.11506834465915905
ENSG00000137731	FXYD2	renal hypomagnesemia 2	MONDO_0007937	EFO_0009690	urinary system disease	False			
ENSG00000137767	SQOR	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	True	MONDO_0000648;EFO_0000326;EFO_0004270	nervous system benign neoplasm;central nervous system cancer;restless legs syndrome	0.707546683615783;0.791009852985665;0.754845809322785
ENSG00000137767	SQOR	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000137802	MAPKBP1	nephronophthisis 20	MONDO_0014997	EFO_0009690	urinary system disease	False			
ENSG00000137962	ARHGAP29	orofacial cleft	MONDO_0000358	EFO_0009676	musculoskeletal system disease	False			
ENSG00000138029	HADHB	mitochondrial trifunctional protein deficiency	MONDO_0012172	EFO_0009676	musculoskeletal system disease	False			
ENSG00000138029	HADHB	mitochondrial trifunctional protein deficiency	MONDO_0012172	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138035	PNPT1	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False	EFO_0004143;EFO_0007405;MONDO_0001834	carpal tunnel syndrome;optic neuritis;visual pathway disorder	0.10898334496888887;0.08677129342761779;0.0899234425645676
ENSG00000138035	PNPT1	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138061	CYP1B1	CYP1B1-related glaucoma with or without anterior segment dysgenesis	MONDO_0800472	EFO_0000524	head and neck disorder	False			
ENSG00000138061	CYP1B1	CYP1B1-related glaucoma with or without anterior segment dysgenesis	MONDO_0800472	MONDO_0024458	disorder of visual system	False			
ENSG00000138079	SLC3A1	cystinuria	MONDO_0009067	EFO_0009690	urinary system disease	False	EFO_0004799	cholelithiasis	0.1224303549277484
ENSG00000138095	LRPPRC	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	True	EFO_0007191;EFO_0003888;EFO_0003918;MONDO_0005090;EFO_0004698;EFO_0009559	cannabis dependence;attention deficit hyperactivity disorder;obstructive sleep apnea;schizophrenia;insomnia;nerve plexus disease	0.18752480933889282;0.8673624336566433;0.08690958260940819;0.7884220370858549;0.08565714803579433
ENSG00000138095	LRPPRC	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138160	KIF11	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	MONDO_0007918	EFO_0000319	cardiovascular disease	False			
ENSG00000138160	KIF11	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	MONDO_0007918	EFO_0000524	head and neck disorder	False			
ENSG00000138160	KIF11	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	MONDO_0007918	EFO_0000540	immune system disease	True	EFO_0000729;EFO_0003767	ulcerative colitis;inflammatory bowel disease	0.12021168572405594;0.6927411787365964
ENSG00000138160	KIF11	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	MONDO_0007918	EFO_0000618	nervous system disease	False			
ENSG00000138160	KIF11	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	MONDO_0007918	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138160	KIF11	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability	MONDO_0007918	MONDO_0024458	disorder of visual system	False			
ENSG00000138185	ENTPD1	complex hereditary spastic paraplegia	MONDO_0015150	EFO_0000618	nervous system disease	False			
ENSG00000138193	PLCE1	nephrotic syndrome, type 3	MONDO_0012546	EFO_0009690	urinary system disease	False			
ENSG00000138326	RPS24	Diamond-Blackfan anemia	MONDO_0015253	EFO_0005803	hematologic disease	True	EFO_0005558	hemolytic anemia	0.6440338252023396
ENSG00000138347	MYPN	MYPN-related myopathy	MONDO_0015023	EFO_0009676	musculoskeletal system disease	False			
ENSG00000138347	MYPN	dilated cardiomyopathy	MONDO_0005021	EFO_0000319	cardiovascular disease	False	EFO_0000275;EFO_0003777	atrial fibrillation;heart disease	0.08817639694825362;0.13285554083440196
ENSG00000138347	MYPN	dilated cardiomyopathy	MONDO_0005021	EFO_0009676	musculoskeletal system disease	False			
ENSG00000138347	MYPN	hypertrophic cardiomyopathy	MONDO_0005045	EFO_0000319	cardiovascular disease	False	EFO_0000275;EFO_0003777	atrial fibrillation;heart disease	0.08817639694825362;0.13285554083440196
ENSG00000138347	MYPN	hypertrophic cardiomyopathy	MONDO_0005045	EFO_0009676	musculoskeletal system disease	False			
ENSG00000138375	SMARCAL1	Schimke immuno-osseous dysplasia	MONDO_0009458	EFO_0000540	immune system disease	False	MONDO_0005147	type 1 diabetes mellitus	0.16130390469415826
ENSG00000138375	SMARCAL1	Schimke immuno-osseous dysplasia	MONDO_0009458	EFO_0009676	musculoskeletal system disease	True	EFO_1000786	osteoarthritis, hip	0.7986409405396944
ENSG00000138375	SMARCAL1	Schimke immuno-osseous dysplasia	MONDO_0009458	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138376	BARD1	BARD1-related cancer predisposition	MONDO_0700267	MONDO_0045024	cancer or benign tumor	True	EFO_0000621;EFO_0003893	neuroblastoma;ovarian neoplasm	0.9779606880718964;0.3652801592779741
ENSG00000138376	BARD1	familial ovarian cancer	MONDO_0016248	EFO_0000512	reproductive system disease	False	EFO_0003893	ovarian neoplasm	0.3652801592779741
ENSG00000138376	BARD1	familial ovarian cancer	MONDO_0016248	EFO_0001379	endocrine system disease	False	MONDO_0000334;EFO_0003893	multinodular goiter;ovarian neoplasm	0.22629794966533126;0.3652801592779741
ENSG00000138376	BARD1	familial ovarian cancer	MONDO_0016248	MONDO_0045024	cancer or benign tumor	True	EFO_0000621;EFO_0003893	neuroblastoma;ovarian neoplasm	0.9779606880718964;0.3652801592779741
ENSG00000138411	HECW2	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	True	EFO_0006788;MONDO_0000476;EFO_0004247;EFO_0000677;MONDO_0002050	anxiety disorder;generalized dystonia;mood disorder;mental or behavioural disorder;depressive disorder	0.06837795977981587;0.27152499708404765;0.547686662747678;0.49582419936208116;0.5245363870581186
ENSG00000138587	MNS1	primary ciliary dyskinesia	MONDO_0016575	EFO_0000684	respiratory system disease	False			
ENSG00000138622	HCN4	Brugada syndrome 1	MONDO_0011001	EFO_0000319	cardiovascular disease	True	MONDO_0000469;EFO_0003911;EFO_0000275;EFO_0004269;EFO_1001976	sinoatrial node disorder;atrial flutter;atrial fibrillation;cardiac arrhythmia;cardioembolic stroke	0.8487791829052539;0.7848099691918369;0.8837929419110379;0.9467333785329224
ENSG00000138622	HCN4	sick sinus syndrome 2, autosomal dominant	MONDO_0008102	EFO_0000319	cardiovascular disease	True	MONDO_0000469;EFO_0003911;EFO_0000275;EFO_0004269;EFO_1001976	sinoatrial node disorder;atrial flutter;atrial fibrillation;cardiac arrhythmia;cardioembolic stroke	0.8487791829052539;0.7848099691918369;0.8837929419110379;0.9467333785329224
ENSG00000138622	HCN4	sick sinus syndrome 2, autosomal dominant	MONDO_0008102	EFO_0009676	musculoskeletal system disease	True	MONDO_0000469;EFO_0007493	sinoatrial node disorder;spondylolisthesis	0.8487791829052539;0.05818040206413915
ENSG00000138684	IL21	common variable immunodeficiency	MONDO_0015517	EFO_0000540	immune system disease	True	EFO_0000384;MONDO_0005147;EFO_0001060;EFO_0000676;EFO_0000274;EFO_0005140;EFO_0003767;EFO_0000729;EFO_0007141	Crohn's disease;type 1 diabetes mellitus;celiac disease;psoriasis;atopic eczema;autoimmune disease;inflammatory bowel disease;ulcerative colitis;allergic conjunctivitis	0.7250805238255301;0.3883105778735249;0.128753624881523;0.5452267005918217;0.09827202663662886;0.7333064019212326;0.061539886226105386;0.2781574802451652
ENSG00000138684	IL21	common variable immunodeficiency	MONDO_0015517	EFO_0005803	hematologic disease	False			
ENSG00000138684	IL21	common variable immunodeficiency	MONDO_0015517	MONDO_0045024	cancer or benign tumor	True	MONDO_0021581;EFO_1001486	connective tissue neoplasm;primary biliary cirrhosis	0.30571344522299565;0.6047685246757315
ENSG00000138696	BMPR1B	pulmonary arterial hypertension	MONDO_0015924	EFO_0000319	cardiovascular disease	True	EFO_0000668;EFO_0001645;EFO_0000537;EFO_0009552;EFO_0009568	preeclampsia;coronary artery disease;hypertension;hemorrhoid;tricuspid valve disease	0.21295387907647648;0.44188611523613613;0.6474646531102924;0.45314556970239306;0.3133124116591216
ENSG00000138759	FRAS1	Fraser syndrome	MONDO_0009046	EFO_0000524	head and neck disorder	False	MONDO_0004631	tongue cancer	0.2605737986999638
ENSG00000138759	FRAS1	Fraser syndrome	MONDO_0009046	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138759	FRAS1	Fraser syndrome	MONDO_0009046	MONDO_0024458	disorder of visual system	False			
ENSG00000138760	SCARB2	progressive myoclonus epilepsy	MONDO_0020074	EFO_0000618	nervous system disease	True	MONDO_0004975;MONDO_0005180	Alzheimer disease;Parkinson disease	0.8484471247202164;0.10995738503333935
ENSG00000138778	CENPE	autosomal recessive primary microcephaly	MONDO_0016660	EFO_0000618	nervous system disease	False			
ENSG00000138778	CENPE	autosomal recessive primary microcephaly	MONDO_0016660	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138821	SLC39A8	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	True	EFO_0003756;MONDO_0005090;EFO_0003877;EFO_0003918;EFO_0003888;EFO_0007191;EFO_0001358;EFO_0008568;EFO_0004698;MONDO_0001583;MONDO_0004985;MONDO_0021765;EFO_1000783	autism spectrum disorder;schizophrenia;sleep apnea;obstructive sleep apnea;attention deficit hyperactivity disorder;cannabis dependence;post-traumatic stress disorder;Sleep Disorder;insomnia;diabetic polyneuropathy;bipolar disorder;radiculitis;diabetic neuropathy	0.9030080490976288;0.9683412477019386;0.9757868286755789;0.949488814880029;0.9736943894901325;0.9112027046140478;0.9422747914719752
ENSG00000138821	SLC39A8	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000138829	FBN2	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	EFO_0000319	cardiovascular disease	True	MONDO_0001302;EFO_0000537;MONDO_0001134;EFO_0001645;EFO_0003911;EFO_0000275;EFO_0004269;EFO_0004287	hypertensive heart disease;hypertension;essential hypertension;coronary artery disease;atrial flutter;atrial fibrillation;cardiac arrhythmia;ventricular fibrillation	0.9279749943064911;0.9472180834117775;0.9215411660180329;0.9219711989701473;0.8429800324945238;0.9277642398979258;0.055132558443995484;0.08596528715199758
ENSG00000138834	MAPK8IP3	neurodevelopmental disorder with or without variable brain abnormalities; NEDBA	MONDO_0032755	EFO_0000618	nervous system disease	False			
ENSG00000139083	ETV6	thrombocytopenia 5	MONDO_0014536	EFO_0005803	hematologic disease	False			
ENSG00000139083	ETV6	thrombocytopenia 5	MONDO_0014536	MONDO_0045024	cancer or benign tumor	True	EFO_0000731;MONDO_0005575	uterine fibroid;colorectal cancer	0.7024944284577583;0.9245123286276602
ENSG00000139116	KIF21A	congenital fibrosis of extraocular muscles	MONDO_0007614	EFO_0000524	head and neck disorder	False			
ENSG00000139116	KIF21A	congenital fibrosis of extraocular muscles	MONDO_0007614	EFO_0000618	nervous system disease	False	MONDO_0005090	schizophrenia	0.053687323009286594
ENSG00000139116	KIF21A	congenital fibrosis of extraocular muscles	MONDO_0007614	EFO_0009676	musculoskeletal system disease	True	EFO_1000941	frozen shoulder	0.7142066389611831
ENSG00000139116	KIF21A	congenital fibrosis of extraocular muscles	MONDO_0007614	MONDO_0024458	disorder of visual system	False			
ENSG00000139132	FGD4	Charcot-Marie-Tooth disease	MONDO_0015626	EFO_0000618	nervous system disease	False	EFO_0010098	stress-related disorder	0.4931080672455596
ENSG00000139174	PRICKLE1	epilepsy	MONDO_0005027	EFO_0000618	nervous system disease	True	EFO_0004698;MONDO_0004975;MONDO_0005180	insomnia;Alzheimer disease;Parkinson disease	0.11506834465915905;0.8419911251971819;0.828683934241989
ENSG00000139174	PRICKLE1	progressive myoclonus epilepsy	MONDO_0020074	EFO_0000618	nervous system disease	True	EFO_0004698;MONDO_0004975;MONDO_0005180	insomnia;Alzheimer disease;Parkinson disease	0.11506834465915905;0.8419911251971819;0.828683934241989
ENSG00000139180	NDUFA9	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	True	EFO_0000474	epilepsy	0.7397608819425359
ENSG00000139180	NDUFA9	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139197	PEX5	peroxisome biogenesis disorder	MONDO_0019234	EFO_0000618	nervous system disease	False	MONDO_0004975	Alzheimer disease	0.3815896481112868
ENSG00000139219	COL2A1	COL2A1-related spondyloepiphyseal dysplasia	MONDO_0100602	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	COL2A1-related spondyloepiphyseal dysplasia	MONDO_0100602	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139219	COL2A1	Kniest dysplasia	MONDO_0007987	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	Kniest dysplasia	MONDO_0007987	EFO_1001986	connective tissue disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	Kniest dysplasia	MONDO_0007987	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139219	COL2A1	Stickler syndrome type 1	MONDO_0007160	EFO_0000524	head and neck disorder	False			
ENSG00000139219	COL2A1	Stickler syndrome type 1	MONDO_0007160	EFO_0000618	nervous system disease	False			
ENSG00000139219	COL2A1	Stickler syndrome type 1	MONDO_0007160	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	Stickler syndrome type 1	MONDO_0007160	EFO_1001986	connective tissue disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	Stickler syndrome type 1	MONDO_0007160	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139219	COL2A1	Stickler syndrome type 1	MONDO_0007160	MONDO_0024458	disorder of visual system	False			
ENSG00000139219	COL2A1	achondrogenesis type II	MONDO_0008702	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	achondrogenesis type II	MONDO_0008702	EFO_1001986	connective tissue disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	achondrogenesis type II	MONDO_0008702	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139219	COL2A1	dysplasia of the proximal femoral epiphyses	MONDO_1030002	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	dysplasia of the proximal femoral epiphyses	MONDO_1030002	EFO_1001986	connective tissue disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	platyspondylic dysplasia, Torrance type	MONDO_0007895	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	platyspondylic dysplasia, Torrance type	MONDO_0007895	EFO_1001986	connective tissue disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	spondyloepiphyseal dysplasia, Stanescu type	MONDO_0014701	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	spondyloepiphyseal dysplasia, Stanescu type	MONDO_0014701	EFO_1001986	connective tissue disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	spondyloepiphyseal dysplasia, Stanescu type	MONDO_0014701	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139219	COL2A1	spondyloperipheral dysplasia	MONDO_0010078	EFO_0009676	musculoskeletal system disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	spondyloperipheral dysplasia	MONDO_0010078	EFO_1001986	connective tissue disease	True	EFO_0004616;MONDO_0005178;EFO_0000685;EFO_1000786;EFO_1000789	osteoarthritis, knee;osteoarthritis;rheumatoid arthritis;osteoarthritis, hip;osteoarthritis, hand	0.6068591243177026;0.5560801432611143;0.4499911460354454;0.12481238982375141;0.09866904357538114
ENSG00000139219	COL2A1	spondyloperipheral dysplasia	MONDO_0010078	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139304	PTPRQ	hearing loss, autosomal recessive	MONDO_0019588	EFO_0000618	nervous system disease	True	EFO_0009691;MONDO_0002317;EFO_0001380	vestibular disease;central nervous system origin vertigo;hypopituitarism	0.7270788538214978;0.516377298254345
ENSG00000139323	POC1B	cone-rod dystrophy 20	MONDO_0014427	EFO_0000524	head and neck disorder	False	MONDO_0005129	cataract	0.2679602201943216
ENSG00000139323	POC1B	cone-rod dystrophy 20	MONDO_0014427	EFO_0000618	nervous system disease	True	EFO_0000712;MONDO_0005090;MONDO_0002009;EFO_0003870;EFO_1001176	stroke;schizophrenia;major depressive disorder;brain aneurysm;sensorineural hearing loss	0.07829760480872057;0.6454169521281188;0.08685976701691132;0.16385406842816466;0.5344355203753293
ENSG00000139323	POC1B	cone-rod dystrophy 20	MONDO_0014427	MONDO_0024458	disorder of visual system	False	MONDO_0005129	cataract	0.2679602201943216
ENSG00000139515	PDX1	monogenic diabetes	MONDO_0015967	EFO_0000405	digestive system disease	True	MONDO_0004247;EFO_0004607;EFO_0004799;EFO_0002618;MONDO_0005148	peptic ulcer disease;duodenal ulcer;cholelithiasis;pancreatic carcinoma;type 2 diabetes mellitus	0.8322091940688665;0.7207534482535647;0.6796767037476616;0.08648502519749081
ENSG00000139515	PDX1	monogenic diabetes	MONDO_0015967	EFO_0001379	endocrine system disease	True	EFO_0002618;MONDO_0005148	pancreatic carcinoma;type 2 diabetes mellitus	0.6796767037476616;0.08648502519749081
ENSG00000139515	PDX1	pancreatic agenesis 1	MONDO_0024547	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000139531	SUOX	isolated sulfite oxidase deficiency	MONDO_0010089	EFO_0000524	head and neck disorder	True	EFO_0007141;EFO_0003770;EFO_0010133;EFO_0007486	allergic conjunctivitis;diabetic retinopathy;diabetic maculopathy;sinusitis	0.160071563217778;0.6616715711691548;0.11510243934985612;0.1095788301316446
